Step,Current,VCell1,AhCha,AhDch
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18016,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18032,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18064,0.0,0.0
5.0,0.0,3.18048,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18081,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18097,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18113,0.0,0.0
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18129,0.0,0.0
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18194,0.0,0.0
5.0,0.0,3.18178,0.0,0.0
5.0,0.0,3.18178,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18178,0.0,0.0
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18178,0.0,0.0
5.0,0.0,3.18145,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18194,0.0,0.0
5.0,0.0,3.1821,0.0,0.0
5.0,0.0,3.18194,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18178,0.0,0.0
5.0,0.0,3.18178,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18194,0.0,0.0
5.0,0.0,3.18178,0.0,0.0
5.0,0.0,3.18178,0.0,0.0
5.0,0.0,3.18178,0.0,0.0
5.0,0.0,3.18161,0.0,0.0
5.0,0.0,3.18178,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.1821,0.0,0.0
5.0,0.0,3.1821,0.0,0.0
5.0,0.0,3.1821,0.0,0.0
5.0,0.0,3.1821,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.18242,0.0,0.0
5.0,0.0,3.18258,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.1821,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.1821,0.0,0.0
5.0,0.0,3.1821,0.0,0.0
5.0,0.0,3.18242,0.0,0.0
5.0,0.0,3.18242,0.0,0.0
5.0,0.0,3.18242,0.0,0.0
5.0,0.0,3.1821,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.18258,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.18275,0.0,0.0
5.0,0.0,3.18258,0.0,0.0
5.0,0.0,3.18275,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.18242,0.0,0.0
5.0,0.0,3.18242,0.0,0.0
5.0,0.0,3.18258,0.0,0.0
5.0,0.0,3.18226,0.0,0.0
5.0,0.0,3.18258,0.0,0.0
5.0,0.0,3.18275,0.0,0.0
5.0,0.0,3.18242,0.0,0.0
5.0,0.0,3.18258,0.0,0.0
5.0,0.0,3.18258,0.0,0.0
5.0,0.0,3.18291,0.0,0.0
5.0,0.0,3.18275,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18291,0.0,0.0
5.0,0.0,3.18275,0.0,0.0
5.0,0.0,3.18275,0.0,0.0
5.0,0.0,3.18291,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18291,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18291,0.0,0.0
5.0,0.0,3.18323,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18323,0.0,0.0
5.0,0.0,3.18323,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18323,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18323,0.0,0.0
5.0,0.0,3.18307,0.0,0.0
5.0,0.0,3.18355,0.0,0.0
5.0,0.0,3.18355,0.0,0.0
5.0,0.0,3.18355,0.0,0.0
5.0,0.0,3.18372,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18355,0.0,0.0
5.0,0.0,3.18372,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18372,0.0,0.0
5.0,0.0,3.18355,0.0,0.0
5.0,0.0,3.18323,0.0,0.0
5.0,0.0,3.18339,0.0,0.0
5.0,0.0,3.18372,0.0,0.0
5.0,0.0,3.18372,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18372,0.0,0.0
5.0,0.0,3.18355,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18372,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18372,0.0,0.0
5.0,0.0,3.18372,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18372,0.0,0.0
5.0,0.0,3.18404,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18404,0.0,0.0
5.0,0.0,3.18404,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18436,0.0,0.0
5.0,0.0,3.1842,0.0,0.0
5.0,0.0,3.1842,0.0,0.0
5.0,0.0,3.18404,0.0,0.0
5.0,0.0,3.18404,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18388,0.0,0.0
5.0,0.0,3.18436,0.0,0.0
5.0,0.0,3.1842,0.0,0.0
5.0,0.0,3.1842,0.0,0.0
5.0,0.0,3.18436,0.0,0.0
5.0,0.0,3.18436,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18436,0.0,0.0
5.0,0.0,3.1842,0.0,0.0
5.0,0.0,3.1842,0.0,0.0
5.0,0.0,3.18436,0.0,0.0
5.0,0.0,3.18436,0.0,0.0
5.0,0.0,3.18468,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18436,0.0,0.0
5.0,0.0,3.1842,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18436,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18468,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18436,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18468,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18468,0.0,0.0
5.0,0.0,3.18468,0.0,0.0
5.0,0.0,3.18468,0.0,0.0
5.0,0.0,3.18452,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18468,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18468,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18468,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18517,0.0,0.0
5.0,0.0,3.18517,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18517,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18485,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18533,0.0,0.0
5.0,0.0,3.18549,0.0,0.0
5.0,0.0,3.18517,0.0,0.0
5.0,0.0,3.18533,0.0,0.0
5.0,0.0,3.18549,0.0,0.0
5.0,0.0,3.18501,0.0,0.0
5.0,0.0,3.18517,0.0,0.0
5.0,0.0,3.18517,0.0,0.0
5.0,0.0,3.18517,0.0,0.0
5.0,0.0,3.18533,0.0,0.0
5.0,0.0,3.18549,0.0,0.0
5.0,0.0,3.18517,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18549,0.0,0.0
5.0,0.0,3.18549,0.0,0.0
5.0,0.0,3.18533,0.0,0.0
5.0,0.0,3.18549,0.0,0.0
5.0,0.0,3.18549,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18582,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18549,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18582,0.0,0.0
5.0,0.0,3.18549,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18582,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18582,0.0,0.0
5.0,0.0,3.18549,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18565,0.0,0.0
5.0,0.0,3.18582,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18598,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18598,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18598,0.0,0.0
5.0,0.0,3.18582,0.0,0.0
5.0,0.0,3.18582,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.1863,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.1863,0.0,0.0
5.0,0.0,3.18598,0.0,0.0
5.0,0.0,3.18598,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18598,0.0,0.0
5.0,0.0,3.18598,0.0,0.0
5.0,0.0,3.18598,0.0,0.0
5.0,0.0,3.18598,0.0,0.0
5.0,0.0,3.18598,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.1863,0.0,0.0
5.0,0.0,3.1863,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
5.0,0.0,3.18646,0.0,0.0
5.0,0.0,3.18662,0.0,0.0
5.0,0.0,3.18662,0.0,0.0
5.0,0.0,3.18662,0.0,0.0
5.0,0.0,3.18646,0.0,0.0
5.0,0.0,3.18646,0.0,0.0
5.0,0.0,3.18662,0.0,0.0
5.0,0.0,3.1863,0.0,0.0
5.0,0.0,3.18646,0.0,0.0
5.0,0.0,3.18646,0.0,0.0
5.0,0.0,3.18614,0.0,0.0
